MAT;RAZONSOCIAL;DIRECCION;EST;PROPIETARIO;TELEFONO1
118844;COMIDAS RAPIDAS DONDE MARU                                       ;CR 4  CL 5 36 CORR LA VICTORIA                                                                                                     ;MA;HERNANDEZ CACERES OSMADYS DE JESUS                        ;3215791255
118846;COMERCIALIZADORA MANOSALVA NARANJO                               ;CR  16  10 120                                                                                                                     ;MA;COMERCIALIZADORA MANOSALVA NARANJO S.A.S.                 ;3186636474
118848;MANZUR ALUMINIO Y ACERO                                          ;CR  18  22 64  BRR SIMON BOLIVAR                                                                                                   ;MA;MANZUR ALUMINIO Y ACERO S.A.S.                            ;3186903839
118850;DROGAS Y PUNTOS                                                  ;CR 18D  29 59 AV SIMON BOLIVAR                                                                                                     ;MA;DROGAS Y PUNTOS S.A.S.                                    ;5820147
118852;CONFECCIONES EDOS FASHION                                        ;CL 3A  2 28                                                                                                                        ;MA;QUINTERO BECERRA EDIS MARIA                               ;3137988939
118854;CONFECIONES NURIS                                                ;DG 7  16 11  BRR NUEVO MILENIO                                                                                                     ;MA;TERAN QUI—ONES NURYS MARGOTH                              ;3012212479
118855;TALLER DE COSTURA DOBLE PUNTADA                                  ;CL 2  6 76 CORR PALMITA                                                                                                            ;MC;GUERRA AVILA NAYIBIS YANETH                               ;3215662598
118856;MARICEC                                                          ;CL 6  2 15 APT 1 CORR PALMITA                                                                                                      ;MA;RINCON HERNANDEZ MARINA                                   ;3218038702
118858;DIANA PELUQUERIA UNISEX                                          ;CL 2  6 76 CORR PALMITA                                                                                                            ;MA;COBO BUSTOS DIANA PATRICIA                                ;3215786551
118861;MODISTERIA NUBIA S.N.                                            ;TV 16  7 1                                                                                                                         ;MA;AMAYA SUAREZ NUBIA                                        ;3216263347
118862;LAVANDERIA DONDE YIYI                                            ;CR 24 2 SUR 60 CORR LA VICTORIA                                                                                                    ;MA;HERNANDEZ CACERES OIRIS YANETH                            ;3135219900
118864;CONFECCIONES LIPAME                                              ;CL 1 SUR  2A 66                                                                                                                    ;MA;PATERNINA MENA LILIANA MARGARITA                          ;3205956769
118866;COMIDAS RAPIDAS DO—A GELA                                        ;DG 6  16  127                                                                                                                      ;MA;BENAVIDES MONTERO GELASIA MARIA                           ;3126956587
118868;MODISTERIA MARY A.M                                              ;CL 5  3 45 CORR LA VICTORIA                                                                                                        ;MA;ACOSTA ASCANIO ANA MARITZA                                ;3116884596
118870;MODISTERIA MONIK                                                 ;CL 2  4 213  CORR PALMITA                                                                                                          ;MA;MENESES BAQUERO MARTHA ISABEL                             ;3215990966
118872;REFRESQUERIA ANDREA N.B                                          ;CL 7  3A 64  LA YE                                                                                                                 ;MA;MENDOZA BARRAZA KATTY KARINA                              ;3135321416
118874;RESTAURANTE DO—A RUBY R.S                                        ;CL 7  CR 6 55                                                                                                                      ;MA;SANCHEZ RUBY                                              ;3114047779
118876;RESTAURANTE MAKENKE                                              ;CL 1 NORTE  2 33 CORR PALMITA                                                                                                      ;MA;JIMENEZ RODRIGUEZ FAVIOLA                                 ;3215554310
118879;CERRAJERIA EL BETO                                               ;TRAV 23 N?Ç?? 19-25 FUNDADORES                                                                                                     ;MA;AGUILAR NIETO JORGE HUMBERTO                              ;3157655033
118883;PELUQUERIA LUZ                                                   ;CL 1A  9E 65                                                                                                                       ;MA;GUTIERREZ MADRID LUZ DARY                                 ;3145798955
118884;RESTAURANTE ARNEIDA                                              ;DG 3  10 93                                                                                                                        ;MA;PEREZ VASQUEZ ARNEIDA                                     ;3148607587
118886;CONFECCIONES NORELIS R.P                                         ;CL 1  4 79 CORR PALMITA                                                                                                            ;MC;RAMOS PARRA NORELIS ESTHER                                ;3017098391
118888;LACTEOS SAN MIGUEL  A.M.                                         ;CL 5  9 53                                                                                                                         ;MA;MENDOZA VARGAS ANA REINELDA                               ;3135167544
118892;RESTAURANTE Y REFRESQUERIA LA VICTORIA - LA JAGUA                ;CL 7A  CR 5 107                                                                                                                    ;MA;OCHOA ESTRADA DUBIS                                       ;3126043466
118895;PELUQUERIA MARIA E DE LA JAGUA                                   ;CL 4 CR 2 86 CORR LA PALMITA                                                                                                       ;MA;MARTINEZ MARTINEZ MARIA EUGENIA                           ;3145297525
118896;ROSA MARIA R. SPA                                                ;CL 11  19B BIS 06 LC 3 BRR EL AMPARO                                                                                               ;MA;ROSA MARIA R. SPA S.A.S                                   ;5602265
118901;ROOT                                                             ;CR 9  13 B  57                                                                                                                     ;MA;DIAZ GRANADOS AMAYA JORGE ALFONSO DE JESUS                ;5747346
118904;CONFECCIONES BELLISIMA DE LA JAGUA                               ;CR 4 A  17  5                                                                                                                      ;MA;MOLINA JIMENEZ JULIA LEONOR                               ;3003689523
118906;FOTOCOPIADORAS & FAX 2                                           ;CL 20  11A 30                                                                                                                      ;MA;TORRES OSPINO GEOBERTO JOSE                               ;3153146745
118908;PROVISIONES BRISAS DEL SICARARE                                  ;CL 19C  5C  11                                                                                                                     ;MA;RAMIREZ OVALLOS MARCELIANO                                ;3017539481
118909;DECORACIONES Y EVENTOS ROSSA                                     ;CR 16  9 55 BRR SAN JOAQUIN                                                                                                        ;MA;DECORACIONES Y EVENTOS ROSSA S.A.S                        ;3002501650
118910;DICERAMICA FERRETERIA S.A.S.                                     ;CR 4  11 45                                                                                                                        ;MA;DICERAMICA FERRETERIA S.A.S                               ;5769719
118913;BELLEZA NATURAL TOTAL                                            ;CR  19  9C BIS 30                                                                                                                  ;MA;BELLEZA NATURAL TOTAL S.A.S                               ;5842287
118915;DEPOSITO EL MANA CESAR                                           ;CL 20 13 10 BRR LA GRANJA                                                                                                          ;MA;MUNOZ SANCHEZ CESAR AUGUSTO                               ;5746505
118917;HIPER DISTRIBUCIONES                                             ;CR  42  5E 20                                                                                                                      ;MA;HIPER DISTRIBUCIONES S.A.S                                ;5844544
118919;BILLAR EL RECUERDO DE ELLA                                       ;CL 56  CR 18 55 62  BRR 25 DE DICIEMBRE                                                                                            ;MA;RODRIGUEZ RINCON ABEL                                     ;3106549379
118921;RESTAURANTE LAS DELICIAS DE ELIA                                 ;CR  4  CL  8 23                                                                                                                    ;MA;ZARATE ZARATE ELIA PATRICIA                               ;3114341612
118923;DONDE LLANE                                                      ;TV  12  9 25                                                                                                                       ;MA;MEJIA GONZALEZ YANETH                                     ;3126001402
118925;COMIDAS RAPIDA DENIS                                             ;CL  2  6 25 CORR PALMITA                                                                                                           ;MA;ESCANDON MONTENEGRO DENIS                                 ;3136986921
118927;DELIS SANDWISH                                                   ;CL  9  2 56                                                                                                                        ;MA;SUAREZ MONCADA ARACELY                                    ;3207727017
118929;VARIEDADES Y CONFECCIONES LAS TRES R                             ;CR  9  5 39 BRR LAS FLORES                                                                                                         ;MA;MATOMA YARA NILSA                                         ;3126750880
118931;PELUQUERIA ISABELA J.O.                                          ;TV  10B  11 43                                                                                                                     ;MA;JARABA OSUNA ALBA PATRICIA                                ;3217749864
118933;FRITOS ANA ILSE                                                  ;CR  2  2E 45                                                                                                                       ;MA;QUINTERO TORRES ANA ILSE                                  ;3114231032
118936;AREPAS LUDIS M.H.                                                ;CL  2  CR  5 24                                                                                                                    ;MA;MILLAN HERNANDEZ LUDYS                                    ;3146700012
118938;EFECTY LA 29                                                     ;CL  29  18A 85                                                                                                                     ;MA;DIAZ RIVERO LACIDES ANTONIO                               ;5823259
118940;TORTAS Y POSTRES CAROL                                           ;DG  8  10B 42                                                                                                                      ;MA;QUINTERO RAVELO CARMEN OLIDES                             ;3107060544
118942;LAVANDERIA ARE SMIR                                              ;CL  CENTRO CORREG LA VICTORIA                                                                                                      ;MA;MIRANDA ESTRADA AURE SMIR                                 ;3145823131
118944;ARTESANIAS KEIDYS RECICLABLE                                     ;TV  12  7 66                                                                                                                       ;MA;CRIADO LOZANO KEIDY JOHANA                                ;3205744727
118946;LA BUENA FE                                                      ;CL  1  4 05                                                                                                                        ;MA;BRACHO GIL KARLY ENITH                                    ;3146865715
118949;PELUQUERIA YOLA Y.D.                                             ;DG  1  9 44                                                                                                                        ;MA;DOMINGUEZ CHACON YOLANDA                                  ;3103521154
118951;DOBLADORA TRUJILLO                                               ;CR  6  6 22                                                                                                                        ;MA;PADILLA DAZA JORGE LUIS                                   ;3116636117
118955;VARIEDADES BARTOLA                                               ;CL  9  CR  6  2                                                                                                                    ;MA;GARCIA AMARA VITELBA ROSA                                 ;3107408344
118957;TIENDA DEPORTIVA VALJHIVAR                                       ;CL  14B  21A 80                                                                                                                    ;MA;TIENDA DEPORTIVA VALJHIVAR S.A.S                          ;5703671
118959;CHICK-13                                                         ;CL  4D  23 50                                                                                                                      ;MA;INVERSIONES Y SERVICIOS MK S.A.S.                         ;3013711009
118962;BH ASOCIADOS                                                     ;CR  19A 3  6BIS 37                                                                                                                 ;MA;BH ASOCIADOS S.A.S.                                       ;3014657362
118964;AVICOLAS DEL MAR                                                 ;CR 30  02 17  BRR 27 DE ABRIL                                                                                                      ;MA;MALDONADO RODRIGUEZ ALBERT ALFONSO                        ;3014633994
118965;FARMA HOSPITALARIA DISPENSARIO                                   ;DG  16 A  17A  125 LC  BRR SANTA ANA                                                                                               ;MA;FARMA HOSPITALARIA S.A.S                                  ;3217793292
118966;DELICIAS DEL CESAR                                               ;CR 26B  45 72  BRR EL OASIS                                                                                                        ;MA;FUNDACION INTEGRANDO FAMILIA                              ;3168059458
118968;DULCERIA HELEN                                                   ;CL 2  7 06 BRR SANTA BARBARA                                                                                                       ;MA;MANJARRES MISATH ANA ELENA                                ;3157722885
118970;PROVICIONES JOSE RICARDO                                         ;CR 5  8 26  BRR PEDRO AGUSTIN                                                                                                      ;MA;VILLERO MENDOZA ISRAEL ANDRES                             ;3002506045
118972;EBANISTERIA JOSE ADALBERTO                                       ;CL 28  2 52                                                                                                                        ;MA;SIERRA GALET JOSE ADALBERTO                               ;3162314008
118976;PRODUCTOS YUPI NECHO                                             ;DG 20A  20 110 BRR LOS CACIQUES                                                                                                    ;MA;CHAVEZ TROYA NELSON JOSE                                  ;3017953262
118977;QUESERA SAN RAFA                                                 ;CL  20  13 31                                                                                                                      ;MA;MOLINA FABRA FREDIS DE JESUS                              ;3135258485
118979;LOS JUGOS DE SHIRLY                                              ;MZ  32  16                                                                                                                         ;MA;OSPINO CADENA SHIRLEY                                     ;3008525847
118980;FRITOS GREYS                                                     ;CR 3A  10 06  BRR LAS MALVINAS                                                                                                     ;MA;MENDOZA MAESTRE NELLIS MARIA                              ;3116802204
118982;EL SASON                                                         ;DG 16  1 62  BRR 8 DE MARZO                                                                                                        ;MA;RINCON PEREZ LUDIS                                        ;3127095006
118983;PAPELERIA Y VARIEDADES SEMILLA DE FE                             ;MZA 12 CASA 18 BARRIO NANCY LOBO                                                                                                   ;MA;RIVERA ACU—A PAOLA                                        ;3163135601
118985;OFICINA LOPERENA                                                 ;CL 16A  9 63                                                                                                                       ;MA;APUESTAS UNIDAS S.A.                                      ;5845188
118987;DISTRIBUCIONES GONZALEZ MARTINEZ                                 ;CR 16  10 125                                                                                                                      ;MA;DISTRIBUCIONES GONZALEZ MARTINEZ S.A.S.                   ;3017549147
118989;OFIACABADOS                                                      ;CL 50  27 23                                                                                                                       ;MA;OFIACABADOS S.A.S.                                        ;3114160186
118990;PAT PRIMO 206 VALLEDUPAR MAYALES PLAZA COMERCIAL                 ;CL 30 6A 133 MAYALES PLAZA COMERCIAL LOC 16                                                                                        ;MA;P A S H SAS                                               ;2905466
118993;SEVEN.SEVEN 207 VALLEDUPAR MAYALES PLAZA COMERCIAL               ;CL 30 6A 133 MAYALES PLAZA COMERCIAL LC 111                                                                                        ;MC;P A S H SAS                                               ;2905466
118997;"SOLUCIONES EMPRESARIALES INTEGRALES Y SISTEMATIZADAS ""SEIS""      ";CR  8  16A 65 OF 203                                                                                                               ;MA;AGUIRRE GUTIERREZ JOSE ALFREDO                            ;3002898639
118999;CASTRILLO AUDITORES                                              ;CR 19A 2  7 25                                                                                                                     ;MA;CASTRILLO RUIZ MARLY YULENY                               ;3003616040
119000;ALMACEN DE REPUESTOS EL MOTOTAXISTA                              ;DG 21  22 76                                                                                                                       ;MA;SANTIAGO ECHAVEZ ALVARO ANTONIO                           ;3157245073
119003;FERRETERIA MATERIALES EL PROGRESO                                ;MZ 10  CA 29 SECTOR 1  BRR POPULANDIA                                                                                              ;MA;CUADRADO QUINTANA LEDYS MARINA                            ;3205394067
119005;HEIDI HERRERA CLOTHES STORE                                      ;CR 12  16A 55                                                                                                                      ;MA;HERRERA CADENA GEIDIS ELENA                               ;3017902467
119007;VARIEDADES MARIETH T                                             ;GALERIA POPULAR LC 186                                                                                                             ;MA;MOLINA DANGON SERGIO RAFAEL                               ;3007155831
119009;DISTRIBUIDORA SURTIVALLE J.D                                     ;LC G 28 MERCADO NUEVO                                                                                                              ;MA;ARAGON ANGELICA PATRICIA                                  ;3005092361
119010;DROGUERIA MARY # 2                                               ;CL 8  4 72                                                                                                                         ;MA;HERNANDEZ JIMENEZ RODRIGO                                 ;3158952532
119014;CRISTINA MARIA AREVALO DISE—O Y CONFECCIONES                     ;CL  15  13 94                                                                                                                      ;MA;AREVALO CRISTINA MARIA                                    ;3017548073
119015;LA INMACULADA MPR                                                ;CR 4  5 17 BRR CENTRO                                                                                                              ;MA;PEREZ RAMIREZ MARITZA                                     ;5280254
119017;EL RINCON DEL REPUESTO LA 10                                     ;CR 10  19C 21                                                                                                                      ;MA;RINCON MORENO HELIMELEC                                   ;3135741585
119019;CERRAJERIA SIGLO XXI VALLEDUPAR                                  ;CR 41  5E 05  BRR LA NEVADA                                                                                                        ;MA;VELASCO ACOSTA RAUL                                       ;3107233131
119021;AXEMOS.COM                                                       ;CL 8A  22 30                                                                                                                       ;MA;VEGA RODRIGUEZ HECTOR ANDRES                              ;3002386066
119022;DROGUERIA INGLESA 110                                            ;CL 31  6BIS 90  URB LOS MAYALES                                                                                                    ;MA;UNION DE DROGUISTAS DE LOS SANTANDERES SOCIEDAD ANONIMA CO;3186228740
119024;PAPELERIA Y SUMINISTROS INNOVACION                               ;CL 30  CR 4 ESQUINA BRR VILLA DEL ROSARIO                                                                                          ;MC;ALVAREZ ASCANIO IVONE                                     ;3165068670
119025;TERRACOTA SAN MARTIN                                             ;CL 16   18 28  BRR EL RECREO                                                                                                       ;MA;VIRGUEZ RAMIREZ CARLOS ALBERTO                            ;3178743138
119028;CONSTRUHOGAR MG                                                  ;CR 28  31 35  BRR PRADO FUENTE ZULETA                                                                                              ;MA;MOSCOTE GONZALEZ EDIER JOSE                               ;3126591634
119030;PENDING                                                          ;CR  11  13 04                                                                                                                      ;MA;PENDING S.A.S                                             ;3135282721
119032;AUTOREPUESTOS KOREA                                              ;CR 10  19C 23  BRR LA GRANJA                                                                                                       ;MA;RAMOS GULLO MARA LUZ                                      ;3185687136
119034;MITT HUS HOSTAL                                                  ;DG 18BIS  30A  165                                                                                                                 ;MI;                                                          ;5703154
119036;WIRELESS RETAIL                                                  ;CL 17  14 80 LC 2  BRR GAITAN                                                                                                      ;MA;WIRELESS RETAIL S.A.S                                     ;5743488
119038;CACHARRERIA + X -                                                ;MERCADO NUEVO LC B 6                                                                                                               ;MA;JAIMES VASQUEZ LUIS ERNESTO                               ;3003297063
119040;COMERCIALIZADORA PUBLIMER                                        ;CL 13B  15 49  BRR ALFONSO LOPEZ                                                                                                   ;MC;ROMERO OROZCO MARTHA LEONOR                               ;5831911
119042;FRANKLIN REGUILLO                                                ;TV 16  168 39  BRR 17 FEBRERO                                                                                                      ;MA;REGUILLO QUINTERO FRANKLIN JOSE                           ;3008266322
119044;YO SOY . COM                                                     ;DG 7  12 23  BRR JUAN RAMON                                                                                                        ;MC;LEMUS FLOREZ  MAHER                                       ;3145139951
119046;FARMACIA FAMILIAR RYD                                            ;MZ 16 CA 1  BRR 450 A—OS                                                                                                           ;MC;RUIZ MENDOZA YERIS MERCEDES                               ;5746987
119048;CONFECCIONES JESUS DE NAZARETH                                   ;CL 39  22 51                                                                                                                       ;MA;CANTILLO PACHECO JEANYS MILENA                            ;3145698132
119049;ALMACEN DE REPUESTOS PARA MOTOS GOMEZ ROJAS DE BECERRIL          ;CR 7  7 41                                                                                                                         ;MA;GOMEZ OSORIO ALBERTO                                      ;5768570
119051;INVERSIONES MB MILAGROS BETSABE                                  ;CR 39  5D 20                                                                                                                       ;MA;TILANO SERRANO FRANKLIN JESUS                             ;3003623791
119052;PROVISIONES GUSUR                                                ;CR 19E2 9C-06 BARRIO EL AMPARO                                                                                                     ;MA;SANCHEZ MEJIA GUSTAVO                                     ;3215487614
119054;LIBRERIA Y PAPELERIA EL RENUEVO                                  ;TV 25A  18 09                                                                                                                      ;MA;PACHECO MARTINEZ LIDER FABIAN                             ;5743019
119055;FONTAX - VALLEDUPAR                                              ;TERMINAL DE TRANSPORTE                                                                                                             ;MC;ASOCIACION DE TAXISTA NOCTURNOS DEL TERMINAL DE TRANSPORTE;3167560724
119057;AGRO-JEL COPEY                                                   ;CR 24  7B  34  BRR LA ESPERANZA                                                                                                    ;MA;MARTINEZ RADA JAIME LUIS                                  ;3045318558
119059;VARIEDADES DIPA                                                  ;CR 4D  20D 42                                                                                                                      ;MA;MONROY MARTINEZ JENNIFER DAYANA                           ;3215080912
119061;EL FARUCHAZO                                                     ;CR 7A  2A 22  BRR LAS DELICIAS                                                                                                     ;MA;DURANT RIVERA YON GEINIS                                  ;3135398345
119063;VARIEDADES KENER                                                 ;CR 4D 20D 42                                                                                                                       ;MA;TAMARA CORONEL CARLOS ALONSO                              ;3215080912
119065;ZOE SALON SPA BOUTIQUE                                           ;CL 13B  10 40  BRR OBRERO                                                                                                          ;MA;MEJIA MIRANDA STEFANI ZOE                                 ;3017554643
119068;LAVANDERIA MILEYDIS                                              ;CL 1A  5E 20  BRR SIMON BOLIVAR                                                                                                    ;MA;RANGEL ROMERO MILEYDIS                                    ;3114381938
119070;G & P CONSTRUCCIONES                                             ;MZ  38  CA  15  URB VILLA DARIANA                                                                                                  ;MA;G & P CONSTRUCCIONES S.A.S.                               ;3114100605
119071;ANGELES AL VOLANTE J.M.A.                                        ;CL 16B  12 78 LC 2                                                                                                                 ;MA;ABUCHAIBE ARAUJO JOSE MANUEL                              ;3017605804
119073;ESTANCO Y ESTADERO MJ                                            ;CL 8  5A 28 LC 1                                                                                                                   ;MA;CUELLO MOJICA LIZ MERLY                                   ;3205013649
119076;LA MAFIA DE LA MODA                                              ;CL 6  41 42  LC 2                                                                                                                  ;MA;BELLO BENAVIDES JOB                                       ;3043757159
119079;MITCHELL TRENDY                                                  ;MZ 14 CA 3 CD CUATROCIENTOS 50 A—OS                                                                                                ;MA;MIRANDA CABALLERO NORMA                                   ;3126567997
119080;REHABILITACION Y ESTETICA ADI YANITH                             ;CR 22  11 05 LC 3  BRR ALTOS DE GARUPAL                                                                                            ;MA;CASTRO NU—EZ MERLY                                        ;3215101953
119082;LAS RICURAS DE MAMA                                              ;CL 7E  22 31                                                                                                                       ;MA;NU—EZ DE CASTRO JUDITH MARIA                              ;5806135
119084;LED & SYS                                                        ;CL 17  10 17  BRR GAITAN                                                                                                           ;MA;LLANES PENALOZA JHON JAIRO                                ;5745942
119086;EPA CENTER ELEGANCIA PRECIO Y ACTUALIDAD                         ;CR 7  Nro. 18B - 03 ESQUINA                                                                                                        ;MA;INVERSIONES TOP MODA CENTER S.A.S                         ;5801180
119088;3HVG                                                             ;CL  11  6A 26                                                                                                                      ;MA;3HVG S.A.S                                                ;3205425198
119092;L'ARMARI                                                         ;CR  9  12 23                                                                                                                       ;MC;L'ARMARI S.A.S                                            ;3015094082
119093;CONSULJURIDICAS Y SERVICIOS                                      ;CL  13  25 24                                                                                                                      ;MA;CONSULJURIDICAS Y SERVICIOS S.A.S                         ;3165389583
119094;ALMACEN Y TALLER BOBINADOS DEL VALLE                             ;CL  18  12 37 BARRIO GAITAN                                                                                                        ;MA;RAUL REINA ROMERO S.A.S.                                  ;5713808
119096;MAKOBA                                                           ;CL 15  8 33 LC 6   CENTRO                                                                                                          ;MA;PEINADO ACOSTA GINA MARCELA                               ;3143944723
119099;SECURITY VIP                                                     ;CL  8  19 31                                                                                                                       ;MA;SECURITY VIP S.A.S.                                       ;3183134739
119103;DISTRIBUCIONES NORORIENTE                                        ;CR  19A  4A 210                                                                                                                    ;MC;DISTRIBUCIONES NORORIENTE S.A.S.                          ;3135853735
119104;MOTOTALLER LUCHIN                                                ;CL 19C  11 70 BRR LA GRANJA                                                                                                        ;MA;ROMANI PACHECO LUIS PROCOPIO                              ;3142453165
119106;PROVISIONES LAS DOS Y                                            ;CL 10  4  04                                                                                                                       ;MA;ESPINOSA ARAUJO YADERITH                                  ;3103645619
119108;DISTRIBUCIONES CENTRO SOCIAL EL RANCHO                           ;URBANIZACION VILLA ISABEL                                                                                                          ;MA;MARTINEZ ZAMBRANO DUVIS                                   ;3106144114
119111;A & M CONSULTORES E INGENIEROS                                   ;MZ  E  CA  14  AP  202 URB LA CEIBA                                                                                                ;MA;A&B CONSULTORES E INGENIEROS S.A.S                        ;3016010941
119115;DROGUERIA LA FORMULA C Y E                                       ;DG 19  24 39  BRR LOS FUNDADORES                                                                                                   ;MA;BRITO PADILLA CALIXTO ANDRES                              ;3008258155
119117;LA MAQUINA DEL SABOR                                             ;CR 18D  22 135                                                                                                                     ;MA;CARDENAS ARENAS DOFRE ANTONY                              ;3135796670
119118;INVERSIONES DEL CASTILLO LEZACA                                  ;CL  4A  20 30                                                                                                                      ;MA;INVERSIONES DEL CASTILLO LEZACA S.A.S.                    ;5838922
119120;CIRCULO VALLEDUPAR                                               ;CR  5D  20B 1 BIS 06                                                                                                               ;MA;CIRCULO VALLEDUPAR S.A.S                                  ;5884310
119122;MOISSL BY ANA MARCELA                                            ;CR 19C  8 12                                                                                                                       ;MA;MOISSL CANTILLO ANA MARCELA                               ;5737794
119125;RESTAURANTE ARO                                                  ;CL 18B  6 51  BRR EL CARMEN                                                                                                        ;MA;OCHOA MOLINA AROLDO ARTURO                                ;3007592278
119127;RESTAURANTE LAS TRES J                                           ;CR 10  2 1                                                                                                                         ;MA;TRIANA HERNANDEZ LUCIA ESPERANZA                          ;3135922858
119129;VENTA DE TODO                                                    ;MZ C  CA 4  CONJ ROSARIO NORTE II                                                                                                  ;MC;AROCA BRUGUES IVAN JOSE                                   ;3015015863
119131;CONFITES LA MEJOR                                                ;MERCADO NUEVO LC B11                                                                                                               ;MC;RANGEL CLAVIJO SERGIO IVAN                                ;3002898808
119132;CENTRO DE REHABILITACION COMUNITARIO                             ;CR 5  11 30  BRR SOUYDIS                                                                                                           ;MA;FUNDACION PARA EL DESARROLLO INTEGRAL DE LA COSTA NORTE   ;3017481558
119137;PAPELERIA Y VARIEDADES MIS DETALLES                              ;CR 7  7A 34  BRR OVELIO JIMENEZ                                                                                                    ;MA;QUI—ONES RAMOS SOL JANIS                                  ;3156955060
119138;MATEL INGENIEROS ASOCIADOS DEL CESAR                             ;CL  18  11 123                                                                                                                     ;MA;MATEL INGENIEROS ASOCIADOS DEL CESAR S.A.S.               ;3176264970
119141;7/24 MINIMARKET EXPRESS                                          ;MZ 14  CA 20                                                                                                                       ;MA;VI—A OCHOA MARIO ALBERTO                                  ;3156414131
119146;ESTADERO EL MANGUITO I.L.                                        ;CL 18 CR 5  BRR 11 DE NOVIEMBRE                                                                                                    ;MA;LOPEZ SALAS ISABEL                                        ;3104589272
119148;SUMINISTROS DIOSA DE LA JUSTICIA                                 ;CL 1  CR 5  ESQUINA BRR SAN JORGE                                                                                                  ;MA;SOTO PAHUANA FREDIS                                       ;3116661578
119151;ESTANCO BRAHMA                                                   ;AV SIERRA NEVADA CC VILLA LIGIA 3 LC 22C                                                                                           ;MA;RUIZ MAESTRE ANGELA PATRICIA                              ;3104558405
119155;MULTICOPIAS LA 11                                                ;CR 11  15 56 LC 2  BRR LOPERENA                                                                                                    ;MA;RIOS FONSECA ANNI SOFIA                                   ;3008058379
119156;PLASTICOS BLESS,S A.J.                                           ;CL 20  14 66  BRR LA GRANJA                                                                                                        ;MA;RESTREPO GUTIERREZ ANYELIN MERCEDES                       ;3164404734
119157;LIFESTYLE GYM                                                    ;CL  12 Nro. 16 - 65  2 PISO  BRR ALFONSO LOPEZ                                                                                     ;MA;LOPEZ DE CASTRO LUIS ALBERTO                              ;5733246
119160;RICKY PIZZA                                                      ;CL 25  6B 16  BRR 5 DE NOVIEMBRE                                                                                                   ;MA;BONETT CLAVIJO RICARDO                                    ;3008819565
119161;UNIVERSAL DE MOTOS LOS JH RACING                                 ;CR 18D  41 40                                                                                                                      ;MA;MIER RADA LUIS JOSE                                       ;3205395018
119164;CONSULTORIAS Y ASESORIAS INTEGRALES DEL CARIBE                   ;MZ  39  CA  7                                                                                                                      ;MA;CONSULTORIAS Y ASESORIAS INTEGRALES DEL CARIBE S.A.S.     ;3188016110
119166;HJ GESTION ESTRATEGICA                                           ;CL  25  6 27                                                                                                                       ;MA;HJ GESTION ESTRATEGICA S.A.S.                             ;3012077202
119168;PROVISIONES KLICHE                                               ;CR 15  20B 41 ENTRE 9 P1 LC F20 BRR LA GRANJA                                                                                      ;MA;QUIJANO CORTES DIEGO LEONARDO                             ;3008311537
119170;TECNICOMPU AHG                                                   ;CL CENTRAL LOMA DE CALENTURA                                                                                                       ;MA;HERNANDEZ GUEVARA ADAN ANTONIO                            ;3155120050
119172;TRIBUNADEPORTIVA.COM.CO                                          ;CL 16A  19D 90                                                                                                                     ;MA;MARTINEZ VEGA JOSE ALEJANDRO                              ;3215017893
119174;INVERSIONES FABRIPAN DEL VALLE                                   ;CL  44  18D 90                                                                                                                     ;MA;INVERSIONES FABRIPAN DEL VALLE S.A.S.                     ;3002507381
119175;PERIODICO VIRTUAL CESAR NOTICIAS                                 ;CL 8A  21 30  BRR LA ESPERANZA                                                                                                     ;MA;ARZUAGA JAIME JAIRO ALBERTO                               ;3147277646
119178;HSQE SOLUCIONES                                                  ;CL  7E  19C1  68  3 PISO                                                                                                           ;MA;HSQE SOLUCIONES S.A.S.                                    ;3125717907
119179;NEW FRAGANCE #2                                                  ;CR 7  16B 18 BRR CENTRO                                                                                                            ;MA;SARMIENTO DIAZ LUIS JORGE                                 ;5898185
119181;CANTINA EL TAMARINDO                                             ;CORREGIMIENTO BOQUERON                                                                                                             ;MA;JIMENEZ CAMACHO RUDYS ESTHER                              ;3205176965
119184;PROVISIONES CASTRO LA JAGUA                                      ;TV 8  13 02  BRR BELLO HORIZONTE                                                                                                   ;MA;CASTRO QUINTERO PINIEDIS                                  ;3002761919
119185;SUPERSALUD A SU ALCANCE                                          ;CL 6  CR 3 1  CENTRO                                                                                                               ;MA;PEREZ IMBRECH CESAR                                       ;3217180504
